Nº chamada,Nº REDS,Data/hora de criação,Local do fato,Latitude  do local,Longitude do local,Natureza,Unidade Responsável,Recursos empenhados,Alerta,Destaque,Envolve autoridade,Tipo de classificação,Situação,Data/hora da situação atual,Evento associado
2025-37776364-0,(BM) 2025-005768957-001,06/02/2025 14:48:09,"PRACA LUCIO BITENCOURT, Nº 95 - CANDEIAS - PASSOS",-20.7211089,-46.6145418,S05101 - CHOQUE DE BICICLETA (C) (Prioridade: 1 - Alta),1CIA IND/2CIA/1PEL(PASSOS),UR00565,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:10:14,Não
2025-37776515-3,(BM) 2025-005776010-001,06/02/2025 14:54:52,"AVENIDA DOUTOR ROMULLO CARDILLO, Nº 360 - JOAO PINHEIRO - POCOS DE CALDAS",-21.7836325,-46.5757839,O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média),1CIA IND/1CIA/1PEL,ASM10134,Não,Não,Não,Desconhecido,Terminada,06/02/2025 15:18:23,Não
2025-37776680-0,(BM) 2025-005770915-001,06/02/2025 15:01:04,"RODOVIA MG 455, Km 13 - ANDRADAS",-22.065775,-46.4838173,P03009 - PREVENCAO EM PONTO-BASE / FERIADOS PROLONGADOS (C) (Prioridade: 2 - Média),1CIA IND/1CIA/1PEL/PA BM(ANDRADAS),ASL06072,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:07:19,Não
2025-37776700-5,(BM) 2025-005778911-001,06/02/2025 15:02:18,"RUA ALVES DA COSTA, Nº S/N - LAVRAS",0.0,0.0,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),9BBM/2CIA/1PEL(LAVRAS),APF01357,Não,Não,Não,Desconhecido,Terminada,06/02/2025 15:23:54,Não
2025-37776869-6,(BM) 2025-005774484-001,06/02/2025 15:10:17,"AVENIDA DONA FLORIANA, Nº 1911 - JARDIM DOM HERMINIO - GUAXUPE",-21.3033432,-46.7244763,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),1CIA IND/3CIA/2PEL/GPV(GUAXUPE),APF01361,Não,Não,Não,Desconhecido,Terminada,06/02/2025 15:29:32,Não
2025-37776931-8,(BM) 2025-005774246-001,06/02/2025 15:12:01,"RUA LEAO, Nº 43 - SERRA VERDE - PASSOS",-20.7404473,-46.5972832,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),1CIA IND/2CIA/PEL PREV E VIST(PASSOS),APF01362,Não,Não,Não,Desconhecido,Terminada,06/02/2025 15:28:28,Não
2025-37776956-9,(BM) 2025-005786015-002,06/02/2025 15:13:43,"AVENIDA NICOLAU CESARINO, Nº 2297 - PONTE NOVA - EXTREMA",-22.8573046,-46.3292342,S06008 - CORTE DE ARVORE CAIDA EM VIA PUBLICA (C) (Prioridade: 2 - Média),7CIA IND/1CIA/3PEL(EXTREMA),APF01321 / ASL02318,Não,Não,Não,Desconhecido,Terminada,06/02/2025 17:01:25,Não
2025-37777210-1,(BM) 2025-005799027-001,06/02/2025 15:25:41,"RUA DUQUE DE CAXIAS, Nº 68 - CENTRO - EXTREMA",-22.8566124,-46.3215281,S06008 - CORTE DE ARVORE CAIDA EM VIA PUBLICA (C) (Prioridade: 2 - Média),7CIA IND/1CIA/3PEL(EXTREMA),APF01321,Não,Não,Não,Desconhecido,Terminada,06/02/2025 17:03:11,Não
2025-37777246-9,(BM) 2025-005778608-001,06/02/2025 15:28:57,"RUA GUANABARA, Nº 720 - PASSOS",0.0,0.0,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),1CIA IND/2CIA/PEL PREV E VIST(PASSOS),APF01362,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:01:37,Não
2025-37777279-8,Desconhecido,06/02/2025 15:31:00,"RUA BENEDITA GONÇALVES DA SILVA, Nº 31 - EXTREMA",0.0,0.0,S01006 - SALVAMENTO DE PESSOA EM INUNDACAO / ALAGAMENTO / ENXURRADA (C) (Prioridade: 1 - Alta),7CIA IND/1CIA/3PEL(EXTREMA),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 21:28:17,Não
2025-37777407-6,(BM) 2025-005798609-001,06/02/2025 15:37:26,"RUA MARIA ANTONIETA RICCIARDI, Nº 486 - GUAXUPE",-21.3088818,-46.6989798,S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média),1CIA IND/3CIA/2PEL(GUAXUPE),ASL00070,Não,Não,Não,Desconhecido,Terminada,06/02/2025 17:11:46,Não
2025-37777408-9,(BM) 2025-005781683-001,06/02/2025 15:37:50,"RUA TENENTE JOAQUIM PINTO, Nº 146 - JARDIM BOM PASTOR - VARGINHA",-21.5482608,-45.4438705,V01023 - VITIMA DE SINCOPE (DESMAIO)/VERTIGEM (C) (Prioridade: 1 - Alta),9BBM/1CIA/1PEL,UR05474,Não,Não,Não,Desconhecido,Terminada,06/02/2025 17:32:54,Não
2025-37777525-2,(BM) 2025-005782359-001,06/02/2025 15:43:32,"AVENIDA NICOLAU CESARINO, Nº S/N - CENTRO - EXTREMA",-22.8531416,-46.3237511,R03004 - CHUVAS INTENSAS (C) (Prioridade: 2 - Média),7CIA IND/1CIA/3PEL(EXTREMA),APV0291,Não,Não,Não,Desconhecido,Despachada,06/02/2025 15:44:11,Não
2025-37777560-3,(BM) 2025-005782619-001,06/02/2025 15:44:40,"SITIO SÍTIO MAGANHA, Nº S/N - BOA ESPERANCA",0.0,0.0,V04004 - PRIMEIRO-ATENDIMENTO DO SALVAMENTO (C) (Prioridade: 1 - Alta),9BBM/1CIA/PA BM(BOA ESPERANCA),ASL02254,Não,Não,Não,Desconhecido,Terminada,06/02/2025 18:36:27,Não
2025-37777629-8,(BM) 2025-005799594-001,06/02/2025 15:50:54,"AVENIDA DARCIO CANTIERI, Nº 1950 - JARDIM EUROPA I AO V - SAO SEBASTIAO PARAISO",-20.9053628,-46.9750367,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),1CIA IND/2CIA/2PEL(S S DO PARAISO),APF01363,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:59:00,Não
2025-37777738-3,(BM) 2025-005785183-001,06/02/2025 15:54:32,"PRACA DOUTOR  - FRANCISCO LESSA, 162, Nº S/N - GUAXUPE",-21.3062568,-46.7074706,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),1CIA IND/3CIA/2PEL/GPV(GUAXUPE),APF01361,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:55:44,Não
2025-37777880-4,(BM) 2025-005786658-001,06/02/2025 16:02:07,"RUA CRISTIANE FERREIRA DA SILVA, Nº 71 - PASSOS",-20.7167297,-46.6364251,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),1CIA IND/2CIA/PEL PREV E VIST(PASSOS),APF01362,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:58:27,Não
2025-37777908-1,(BM) 2025-005797069-002,06/02/2025 16:04:51,"AVENIDA NICOLAU CESARINO, Nº 2066 - CENTRO - EXTREMA",-22.8621162,-46.3315264,S06008 - CORTE DE ARVORE CAIDA EM VIA PUBLICA (C) (Prioridade: 2 - Média),7CIA IND/1CIA/3PEL(EXTREMA),ASL02318 / APF01321,Não,Não,Não,Desconhecido,Despachada,06/02/2025 17:06:51,Não
2025-37777931-3,(BM) 2025-005800261-001,06/02/2025 16:05:18,"RUA ANTONIO PIERUCCI, Nº 428 - JARDIM NOVA EXTREMA - EXTREMA",-22.8616362,-46.3189034,S06008 - CORTE DE ARVORE CAIDA EM VIA PUBLICA (C) (Prioridade: 2 - Média),7CIA IND/1CIA/3PEL(EXTREMA),APF01321,Não,Não,Não,Desconhecido,Terminada,06/02/2025 21:55:14,Não
2025-37777985-2,Desconhecido,06/02/2025 16:08:34,"RUA LORETO NUNES, Nº 30 - EXTREMA",-22.8771055,-46.369188,S06007 - CORTE / PODA DE ARVORE COM RISCO IMINENTE DE QUEDA (C) (Prioridade: 2 - Média),7CIA IND/1CIA/3PEL(EXTREMA),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 16:11:53,Não
2025-37778172-0,(BM) 2025-005790446-001,06/02/2025 16:17:31,"RUA DOUTOR CARVALHO, Nº 1455 - NOSSA SENHORA DAS GRAÇAS - PASSOS",-20.7352269,-46.6037303,A18001 - EMPENHO DE AMBULANCIA DO IPSM (C) (Prioridade: 2 - Média),1CIA IND/2CIA/1PEL(PASSOS),01193,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:55:21,Não
2025-37778192-7,Desconhecido,06/02/2025 16:17:45,"AVENIDA ROSEIRA, Nº 756 - ROSEIRA - EXTREMA",-22.8147623,-46.2732043,P02009 - VISTORIA POS-SINISTRO (C) (Prioridade: 2 - Média),7CIA IND/1CIA/3PEL(EXTREMA),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 16:17:45,Não
2025-37778231-7,Desconhecido,06/02/2025 16:20:15,"RUA BENEDITO ANTUNES RIBEIRO, Nº 766 - SANTA RITA - EXTREMA",-22.8509305,-46.3206306,S06010 - CORTE/PODA DE ARVORE CAIDA SOBRE RESIDENCIA (C) (Prioridade: 1 - Alta),7CIA IND/1CIA/3PEL(EXTREMA),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 16:20:15,Não
2025-37778343-0,(BM) 2025-005794667-001,06/02/2025 16:25:55,"ESTRADA PRINCIPAL MCH0057 - DOURADINHO, Nº S/N - MACHADO",-21.745339,-45.7580191,P02002 - VISTORIA EM RISCO DE QUEDA DE ARVORE (C) (Prioridade: 2 - Média),1CIA IND/3CIA/1PEL/PA BM (MACHADO),ASL00063,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:39:47,Não
2025-37778356-2,(BM) 2025-005792549-001,06/02/2025 16:27:39,"RUA BENEDITO MENDONCA CHAVES, Nº 26 - VARGINHA - ITAJUBA",0.0,0.0,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),7CIA IND/1CIA/2PEL(ITAJUBA),ASL00147,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:51:43,Não
2025-37778358-8,(BM) 2025-005792627-001,06/02/2025 16:29:16,"RUA GALENA, Nº S/N - ALVORADA - BOA ESPERANCA",-21.0884691,-45.5716653,P03009 - PREVENCAO EM PONTO-BASE / FERIADOS PROLONGADOS (C) (Prioridade: 2 - Média),9BBM/1CIA/PA BM(BOA ESPERANCA),ABT00543,Não,Não,Não,Desconhecido,Terminada,06/02/2025 18:36:18,Não
2025-37778408-4,(BM) 2025-005798048-001,06/02/2025 16:31:26,"RUA SAO MATEUS, Nº 255 - JARDIM DAS OLIVEIRAS I - MACHADO",-21.6893977,-45.918328,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),1CIA IND/3CIA/1PEL/PA BM (MACHADO),ASL00063,Não,Não,Não,Desconhecido,Terminada,06/02/2025 18:12:49,Não
2025-37779015-7,(BM) 2025-005806899-001,06/02/2025 17:04:14,"RUA JOSE MAMUD ASSAN, Nº 555 - SAO JORGE - POCOS DE CALDAS",-21.777904,-46.5895233,V01018 - VITIMA DE MAL NAO DEFINIDO (DISTURBIO) (C) (Prioridade: 1 - Alta),1CIA IND/1CIA/1PEL,UR05589,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:20:17,Não
2025-37779103-2,(BM) 2025-005801513-001,06/02/2025 17:09:31,"TRAVESSA RAIMUNDA MARQUES, Nº 750 - JARDIM GLORIA - LAVRAS",-21.2328628,-45.0073911,V01010 - VITIMA COM DOR TORACICA/SUSPEITA DE INFARTO (IAM) (C) (Prioridade: 1 - Alta),9BBM/2CIA/1PEL(LAVRAS),UR05486,Não,Não,Não,Desconhecido,Terminada,06/02/2025 18:32:10,Não
2025-37779135-9,(BM) 2025-005801632-001,06/02/2025 17:12:13,"RUA ABRAAO JULIAO FARAH, Nº 361 - JARDIM PLANALTO - GUAXUPE",-21.3158914,-46.7166384,O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média),1CIA IND/3CIA/2PEL(GUAXUPE),ABT00816,Não,Não,Não,Desconhecido,Terminada,06/02/2025 18:31:06,Não
2025-37779181-6,Desconhecido,06/02/2025 17:13:24,"RUA OITO DE MARCO, Nº 181 - AJURUOCA - EXTREMA",-22.868322,-46.3296486,S06008 - CORTE DE ARVORE CAIDA EM VIA PUBLICA (C) (Prioridade: 2 - Média),7CIA IND/1CIA/3PEL(EXTREMA),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 17:13:24,Não
2025-37779281-0,(BM) 2025-005807395-001,06/02/2025 17:17:52,"RUA SAO JOSE, Nº 383 - COUNTRY CLUB - POCOS DE CALDAS",-21.7879388,-46.5912394,S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média),1CIA IND/1CIA/1PEL,ASM10134,Não,Não,Não,Desconhecido,Terminada,06/02/2025 18:38:42,Não
2025-37779367-4,(BM) 2025-005805368-001,06/02/2025 17:25:24,"RUA ALBANO MAGALHAES, Nº 73 - VILA NOVA - SAO LOURENCO",-22.1247948,-45.0515389,S05308 - COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta),9BBM/2CIA/3PEL(SAO LOURENCO),UR02109,Não,Não,Não,Desconhecido,Terminada,06/02/2025 18:00:38,Não
2025-37779476-0,(BM) 2025-005805160-001,06/02/2025 17:31:18,"AVENIDA SAO VICENTE DE PAULO, Nº 400 - SAO VICENTE - ITAJUBA",-22.4310035,-45.4534626,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 3 - Baixa),7CIA IND/1CIA/2PEL(ITAJUBA),ASL00147,Não,Não,Não,Desconhecido,Terminada,06/02/2025 18:00:17,Não
2025-37779583-0,(BM) 2025-005807094-001,06/02/2025 17:37:35,"RUA CERRO AZUL, Nº 759 - SANTA ROSALIA 1 - POCOS DE CALDAS",-21.781731,-46.5450708,S06999 - OUTROS TIPOS DE SALVAMENTOS TERRESTRES DIVERSOS   (C) (Prioridade: 2 - Média),1CIA IND/1CIA/1PEL,ASM10134,Não,Não,Não,Desconhecido,Terminada,06/02/2025 18:38:18,Não
2025-37779666-5,(BM) 2025-005807811-001,06/02/2025 17:42:14,"AVENIDA PRINCESA DO SUL, Nº 12 - JARDIM NOVO HORIZONTE - VARGINHA",-21.5686142,-45.4376731,V01018 - VITIMA DE MAL NAO DEFINIDO (DISTURBIO) (C) (Prioridade: 1 - Alta),9BBM/1CIA/1PEL,UR05474,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:00:51,Não
2025-37779769-8,(BM) 2025-005807852-001,06/02/2025 17:49:16,"RUA ANTONIO DA SILVA NETO, Nº S/N - JARDIM RIBEIRO - VARGINHA",-21.5973414,-45.4452545,Q03016 - TREINAMENTO COM TRIPULANTES OPERACIONAIS (C) (Prioridade: 2 - Média),BOA/2CIA ESP OPE A/COMANDANTE(VARGINHA),BM1203165,Não,Não,Não,Desconhecido,Terminada,06/02/2025 17:50:42,Não
2025-37779977-5,(BM) 2025-005817453-001,06/02/2025 18:04:27,"RUA RIO GRANDE DO NORTE, Nº 617 - BELA VISTA - PASSOS",-20.716896,-46.5956908,V03021 - VITIMA DE SUICIDIO (TENTATIVA) - APH TRAUMA (C) (Prioridade: 1 - Alta),1CIA IND/2CIA/1PEL(PASSOS),UR00565,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:25:04,Não
2025-37780435-0,(BM) 2025-005825791-001,06/02/2025 18:32:48,"RODOVIA BR 265, Km 8 - BOA ESPERANCA",0.0,0.0,O04014 - INCENDIO AS MARGENS DE RODOVIA (C) (Prioridade: 2 - Média),9BBM/1CIA/PA BM(BOA ESPERANCA),ABT00543,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:50:26,Não
2025-37780483-2,(BM) 2025-005814698-001,06/02/2025 18:34:44,"AVENIDA DOUTOR JERSON DIAS, Nº S/N - ESTIVA - ITAJUBA",-22.4162734,-45.4384975,P03009 - PREVENCAO EM PONTO-BASE / FERIADOS PROLONGADOS (C) (Prioridade: 3 - Baixa),7CIA IND/1CIA/2PEL(ITAJUBA),UR05590,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:19:42,Não
2025-37780446-6,(BM) 2025-005821226-001,06/02/2025 18:35:48,"RUA BENJAMIN CONSTANT, Nº 1500 - VILA SANTA LUZIA - ALFENAS",-21.4153077,-45.9432506,Q03005 - TREINAMENTO DE SALVAMENTO TERRESTRE (C) (Prioridade: 2 - Média),1CIA IND/3CIA/1PEL(ALFENAS),BM1843192,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:18:55,Não
2025-37780580-9,(BM) 2025-005815818-001,06/02/2025 18:40:26,"RODOVIA GERALDO MARTINS COSTA, Nº S/N - JARDIM KENNEDY 2 - POCOS DE CALDAS",-21.8365586,-46.5747658,P02009 - VISTORIA POS-SINISTRO (C) (Prioridade: 2 - Média),1CIA IND/1CIA/1PEL,ASM10134,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:19:17,Não
2025-37780832-0,(BM) 2025-005818510-001,06/02/2025 18:57:46,"RUA OSORIO DE CASTRO, Nº 10 - IMACULADA CONCEIÇÃO - VARGINHA",-21.596786,-45.4480524,V01003 - VITIMA COM CRISE CONVULSIVA (C) (Prioridade: 1 - Alta),9BBM/1CIA/1PEL,UR05474,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:28:50,Não
2025-37780940-2,(BM) 2025-005819478-001,06/02/2025 19:03:11,"ESTRADA ITJ1367 - MUNICIPAL JOSE MAURO DA SILVA, Nº 4200 - ITAJUBA",-22.465799,-45.4670842,V01003 - VITIMA COM CRISE CONVULSIVA (C) (Prioridade: 1 - Alta),7CIA IND/1CIA/2PEL(ITAJUBA),UR05590,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:06:11,Não
2025-37781137-7,(BM) 2025-005825105-001,06/02/2025 19:16:32,"RUA JOAO TEODORO DE OLIVEIRA, Nº 44 - VILA LEITE - ANDRADAS",-22.0642234,-46.5722057,O02038 - INCENDIO EM REDE ELETRICA / POSTE / CURTO-CIRCUITO (C) (Prioridade: 2 - Média),1CIA IND/1CIA/1PEL/PA BM(ANDRADAS),ABS01111,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:46:01,Não
2025-37781294-5,(BM) 2025-005822443-001,06/02/2025 19:24:47,"RUA JOSE MERCHIORATO, Nº 371 - SANTA CASA - PASSOS",-20.7118275,-46.612078,P03001 - PERIGO DE DERRAPAGEM (C) (Prioridade: 2 - Média),1CIA IND/2CIA/1PEL(PASSOS),ASL06087,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:53:30,Não
2025-37781477-5,(BM) 2025-005826244-001,06/02/2025 19:35:10,"AVENIDA ANGELO GROSSI, Nº 486 - SAO CONRADO - TRES CORACOES",-21.6739816,-45.2763285,S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média),9BBM/2CIA/2PEL(TRES CORACOES),ASL02408,Não,Não,Não,Desconhecido,Terminada,06/02/2025 21:16:12,Não
2025-37781531-9,(BM) 2025-005824756-001,06/02/2025 19:38:56,"RUA DOUTOR ANTONIO FRANCISCO OLIVEIRA, Nº 734 - JARDIM BOM PASTOR - VARGINHA",-21.5472666,-45.4465212,V01003 - VITIMA COM CRISE CONVULSIVA (C) (Prioridade: 1 - Alta),9BBM/1CIA/1PEL,UR05474,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:20:14,Não
2025-37781532-1,(BM) 2025-005824797-001,06/02/2025 19:38:57,"RUA FLODOALDO RODRIGUES, Nº 530 - SANTA ALICE - VARGINHA",-21.5401632,-45.4592535,S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média),9BBM/1CIA/1PEL,VOB05503,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:35:28,Não
2025-37781642-0,(BM) 2025-005827145-001,06/02/2025 19:47:44,"RUA LICOMEDIO HONORIO DE FREITAS, Nº 88 - RECANTO DA TEKA - PASSOS",-20.7420697,-46.5987222,S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média),1CIA IND/2CIA/1PEL(PASSOS),ABTS00495,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:53:29,Não
2025-37782085-0,(BM) 2025-005830073-001,06/02/2025 20:15:06,"AVENIDA SAO VICENTE DE PAULO, Nº 400 - SAO VICENTE - ITAJUBA",-22.4310035,-45.4534626,S06006 - EXTERMINIO DE INSETOS (C) (Prioridade: 3 - Baixa),7CIA IND/1CIA/2PEL(ITAJUBA),ASL00147,Não,Não,Não,Desconhecido,Terminada,06/02/2025 21:49:24,Não
2025-37782170-8,(BM) 2025-005830700-001,06/02/2025 20:18:45,"RUA ABUD FARAH, Nº 200 - GUAXUPE",-21.3186796,-46.7025597,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),1CIA IND/3CIA/2PEL(GUAXUPE),ASL00070,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:40:32,Não
2025-37782237-7,(BM) 2025-005833744-001,06/02/2025 20:25:30,"RUA EXPEDICIONARIO RICARDO FANTINI, Nº 297 - CENTRO - GUAXUPE",-21.2993259,-46.7194718,S06005 - CAPTURA DE INSETOS (C) (Prioridade: 2 - Média),1CIA IND/3CIA/2PEL(GUAXUPE),ASL00070,Não,Não,Não,Desconhecido,Terminada,06/02/2025 21:14:09,Não
2025-37782702-5,(BM) 2025-005835665-001,06/02/2025 20:54:59,"RUA MARIA JOSE SABINA, Nº 46 - TRES BICAS - VARGINHA",-21.5598288,-45.4363905,P03009 - PREVENCAO EM PONTO-BASE / FERIADOS PROLONGADOS (C) (Prioridade: 2 - Média),9BBM/1CIA/1PEL,ASL06128,Não,Não,Não,Desconhecido,Terminada,06/02/2025 21:43:29,Não
2025-37782704-0,(BM) 2025-005836450-001,06/02/2025 20:56:13,"RUA CURIO, Nº 34 - SAO JOAO - POUSO ALEGRE",-22.2413665,-45.9618356,V01013 - VITIMA DE EMERGENCIAS PSIQUIATRICAS (C) (Prioridade: 1 - Alta),7CIA IND/1CIA/1PEL,UR08838,Não,Não,Não,Desconhecido,No local,06/02/2025 21:33:19,Não
2025-37782957-6,Desconhecido,06/02/2025 21:13:13,"RUA MARECHAL DEODORO, Nº 290 - CENTRO - POCOS DE CALDAS",-21.7861597,-46.5613435,V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta),1CIA IND/1CIA/1PEL,UR05589,Não,Não,Não,Desconhecido,Terminada,06/02/2025 21:51:35,Não
2025-37783355-9,Desconhecido,06/02/2025 21:41:18,"RUA SEGUNDO SAVIAN, Nº 39 - GASPAR LOPES - ALFENAS",-21.3654149,-45.9286674,V01018 - VITIMA DE MAL NAO DEFINIDO (DISTURBIO) (C) (Prioridade: 1 - Alta),1CIA IND/3CIA/1PEL(ALFENAS),UR02097,Não,Não,Não,Desconhecido,À caminho,06/02/2025 21:42:23,Não
2025-37783473-5,(BM) 2025-005842892-001,06/02/2025 21:49:12,"RUA BENEDITO MENDONCA CHAVES, Nº 26 - ITAJUBA",-22.4290953,-45.434349,S06006 - EXTERMINIO DE INSETOS (C) (Prioridade: 2 - Média),7CIA IND/1CIA/2PEL(ITAJUBA),ASL00147,Não,Não,Não,Desconhecido,Terminada,06/02/2025 22:17:08,Não
2025-37783530-7,Desconhecido,06/02/2025 21:51:41,"ESTRADA SEBASTIAO PINTO RIBEIRO, Nº 436 - PINHEIRINHO - ITAJUBA",0.0,0.0,S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média),9BBM (VARGINHA),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 21:51:41,Não
2025-37783954-3,(BM) 2025-005847672-001,06/02/2025 22:18:33,"RUA ABUD FARAH, Nº 200 - GUAXUPE",-21.3186796,-46.7025597,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),1CIA IND/3CIA/2PEL/GPV(GUAXUPE),APF01361,Não,Não,Não,Desconhecido,À caminho,06/02/2025 22:20:01,Não
2023-29010393-3,(BM) 2023-035875802-001,01/08/2023 22:37:41,"AVENIDA PINHEIRO, Nº S/N - LIMOEIRO - TIMOTEO",0.0,0.0,O02027 - INCENDIO VEIC. AUTOMOTOR (EXCETO TANQUE/ONIBUS/MICRO-ONIBUS) (C) (Prioridade: 1 - Alta),11BBM/1CIA/7PEL(TIMOTEO),ABT-1417,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,02/08/2023 05:14:33,Não
2023-30915907-7,(BM) 2023-055822234-001,30/11/2023 10:42:30,"RODOVIA mg 259, Km 87, Nº S/N - zona rural - CONSELHEIRO PENA",0.0,0.0,V02409 - VITIMA DE COLISAO ENTRE AUTOMOVEL X CAMINHAO / CARRETA (C) (Prioridade: 1 - Alta),6BBM/1CIA/6PEL(RESPLENDOR),BM1649706,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,08/12/2023 07:35:04,Não
2024-33109486-2,(PM) 2024-017302142-003 / (BM) 2024-017302142-001,16/04/2024 13:37:54,"USINA DO BRITO, Nº S/N - PONTE NOVA",-20.4591194,-42.9942629,W98011 - SOLICITACAO DE APOIO (C) (Prioridade: 1 - Alta),11BBM/2CIA/3PEL(PONTE NOVA),APF00882,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,17/04/2024 06:26:52,Não
2024-33316474-8,(PM) 2024-019424338-002 / (BM) 2024-019424338-001,28/04/2024 16:04:54,"RUA ARTUR COSTA E SILVA, Nº S/N - MARIA MARCELINA - BELA VISTA DE MINAS",-19.8286819,-43.1003151,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),11BBM/1CIA/6PEL(ITABIRA),APF01346,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,29/04/2024 05:40:18,Não
2024-33567227-0,(BM) 2024-021991860-001,14/05/2024 07:42:15,"RODOVIA MG 120, Nº S/N - CAPOERANA  - NOVA ERA",0.0,0.0,O02027 - INCENDIO VEIC. AUTOMOTOR (EXCETO TANQUE/ONIBUS/MICRO-ONIBUS) (C) (Prioridade: 1 - Alta),11BBM/1CIA/6PEL(ITABIRA),ABT00707,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,14/05/2024 23:04:02,Não
2024-33748501-8,(BM) 2024-023811577-001,25/05/2024 12:04:06,"RUA DINORAH MAGALHAES DE SA, Nº 169 - PLANALTO - JOAO MONLEVADE",-19.851147,-43.1851389,V01013 - VITIMA DE EMERGENCIAS PSIQUIATRICAS (C) (Prioridade: 1 - Alta),11BBM/1CIA/6PEL/PA(JOAO MONLEVADE),UR02087,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,25/05/2024 14:54:48,Não
2024-34199188-0,Desconhecido,23/06/2024 23:55:01,"RUA SAO GREGORIO, Nº 99 - NOVA CACHOEIRINHA - JOAO MONLEVADE",-19.8104488,-43.2050582,W98011 - SOLICITACAO DE APOIO (C) (Prioridade: 1 - Alta),11BBM/1CIA/6PEL/PA(SAO G DO RIO ABAIXO),Desconhecido,Não,Não,Não,REPASSADA A OUTROS ÓRGAOS,Classificada,23/06/2024 23:59:46,Não
